Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;PREIS1__Verbraucherpreisindex__2020=100;PREIS1__CH0004;PREIS1__CH0005
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;93,5;2,0;0,4
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;93,5;1,5;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;93,5;1,4;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;93,3;1,2;-0,2
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;93,5;1,4;0,2
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;93,9;1,5;0,4
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;93,3;1,3;-0,6
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;93,8;1,3;0,5
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;März;94,0;1,1;0,2
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;93,9;1,4;-0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;93,8;0,9;-0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;94,0;1,0;0,2
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;94,3;0,9;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;94,3;0,9;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;94,3;0,9;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;94,1;0,9;-0,2
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;94,1;0,6;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;94,0;0,1;-0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;93,1;-0,2;-1,0
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;93,8;-;0,8
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;März;94,3;0,3;0,5
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;94,7;0,9;0,4
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;94,9;1,2;0,2
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;94,9;1,0;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;95,1;0,8;0,2
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;95,0;0,7;-0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;94,9;0,6;-0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;94,9;0,9;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;94,3;0,2;-0,6
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;94,3;0,3;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;93,6;0,5;-0,7
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;93,9;0,1;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;März;94,5;0,2;0,6
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;94,6;-0,1;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;95,1;0,2;0,5
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;95,2;0,3;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;95,5;0,4;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;95,4;0,4;-0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;95,5;0,6;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;95,6;0,7;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;95,0;0,7;-0,6
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;95,6;1,4;0,6
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;95,1;1,6;-0,5
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;95,6;1,8;0,5
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;März;95,8;1,4;0,2
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;96,2;1,7;0,4
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;96,2;1,2;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;96,5;1,4;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;96,9;1,5;0,4
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;97,0;1,7;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;97,0;1,6;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;96,9;1,4;-0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;96,5;1,6;-0,4
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;96,9;1,4;0,4
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;96,4;1,4;-0,5
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;96,7;1,2;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;März;97,2;1,5;0,5
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;97,5;1,4;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;98,2;2,1;0,7
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;98,3;1,9;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;98,7;1,9;0,4
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;98,8;1,9;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;99,0;2,1;0,2
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;99,1;2,3;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;98,5;2,1;-0,6
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;98,5;1,7;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;97,7;1,3;-0,8
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;98,1;1,4;0,4
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;März;98,5;1,3;0,4
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;99,4;1,9;0,9
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;99,6;1,4;0,2
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;99,9;1,6;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;100,3;1,6;0,4
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;100,2;1,4;-0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;100,2;1,2;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;100,2;1,1;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;99,5;1,0;-0,7
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;100,0;1,5;0,5
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;99,8;2,1;-0,2
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;100,1;2,0;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;März;100,3;1,8;0,2
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;100,4;1,0;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;100,4;0,8;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;100,5;0,6;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;99,7;-0,6;-0,8
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;99,7;-0,5;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;99,7;-0,5;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;99,9;-0,3;0,2
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;99,7;0,2;-0,2
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;99,8;-0,2;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;101,0;1,2;1,2
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;101,6;1,5;0,6
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;März;102,1;1,8;0,5
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;102,4;2,0;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;102,6;2,2;0,2
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;102,9;2,4;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;103,4;3,7;0,5
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;103,5;3,8;0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;103,8;4,1;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;104,3;4,4;0,5
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;104,5;4,8;0,2
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;104,7;4,9;0,2
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;105,2;4,2;0,5
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;106,0;4,3;0,8
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;März;108,1;5,9;2,0
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;108,8;6,3;0,6
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;109,8;7,0;0,9
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;109,8;6,7;-
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;110,3;6,7;0,5
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;110,7;7,0;0,4
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;112,7;8,6;1,8
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;113,5;8,8;0,7
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;113,7;8,8;0,2
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;113,2;8,1;-0,4
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;114,3;8,7;1,0
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;115,2;8,7;0,8
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;März;116,1;7,4;0,8
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;116,6;7,2;0,4
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;116,5;6,1;-0,1
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;116,8;6,4;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;117,1;6,2;0,3
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;117,5;6,1;0,3
